ID,Session,Idea_Name,Description,Joy,Composability,Taste,Compression,Showable,Ethical,Complexity,K_Score,Category,Ethical_Gate
S10-34,10,Optimization Replay,Rerun refinement with different teleprompter,4,4,4,3,4,5,2,29.05,Strong Win,PASS
S10-35,10,Few-Shot Example Gallery,Beautiful display of selected few-shot examples,4,4,4,3,5,5,2,30.78,Strong Win,PASS
S10-36,10,Signature Studio,Visual editor for R-gent signatures,3,4,4,2,4,5,4,19.59,Solid,PASS
S10-37,10,Transfer Learning Suggester,Optimization from GPT-4 transfers to Claude,4,5,4,3,3,5,3,27.04,Strong Win,PASS
S10-38,10,Drift Alert,Model performance degraded 15% reoptimize now?,3,4,4,3,3,5,2,25.59,Strong Win,PASS
S10-39,10,DSPy Pipeline Visualizer,Show full DSPy module structure graphically,4,4,4,2,5,5,3,24.61,Solid,PASS
S10-40,10,LLM Cost Tracker,Track $ spent during optimization iterations,3,4,3,4,3,5,2,24.68,Solid,PASS
S10-41,10,Bootstrap Sampler,Interactive: pick examples see score change,4,4,4,3,4,5,3,26.52,Strong Win,PASS
S10-42,10,MIPRO Bayesian Viz,Visualize Bayesian search space exploration,5,4,4,1,5,5,4,20.22,Solid,PASS
S10-43,10,Fine-tune Dataset Generator,Auto-generate Anthropic/OpenAI fine-tune datasets,4,4,4,3,4,5,3,26.52,Strong Win,PASS
S10-44,10,Teleprompter Benchmark Suite,Standard suite to compare all strategies,3,4,4,2,3,5,4,19.07,Solid,PASS
S10-45,10,Signature Type Checker,Validate signature matches agent type signature,3,4,4,3,2,5,2,23.05,Solid,PASS
S10-46,10,LLM-as-Optimizer Debugger,Why did TextGrad suggest this change?,4,4,4,2,4,5,3,24.07,Solid,PASS
S10-47,10,Circuit Breaker Dashboard,TUI showing all breakers states health,4,5,4,4,5,5,2,38.16,Strong Win,PASS
S10-48,10,Resilience Scorecard,Pipeline survived 8/10 chaos scenarios,4,5,4,4,4,5,2,35.90,Strong Win,PASS
S10-49,10,DLQ Browser,View failed events in dead letter queue,3,4,4,4,4,5,2,30.27,Strong Win,PASS
S10-50,10,Auto-Recovery Planner,Circuit open suggested recovery: retry in 30s,4,5,4,3,3,5,3,27.04,Strong Win,PASS
S10-51,10,Failure Cascade Simulator,Visualize how one failure spreads,5,4,4,2,5,5,3,26.52,Strong Win,PASS
S10-52,10,Graceful Degradation Mode,Pipeline continues with reduced functionality,4,5,4,3,4,5,4,26.94,Strong Win,PASS
S10-53,10,Breaker Tuning Lab,Interactively adjust thresholds see impact,4,4,4,2,4,5,3,24.07,Solid,PASS
S10-54,10,Retry Strategy Composer,Visual builder for retry/backoff strategies,3,4,4,2,4,5,3,22.62,Solid,PASS
S10-55,10,kg test types,Show Type I-V distribution in test suite,3,4,4,4,3,5,1,30.74,Strong Win,PASS
S10-56,10,kg sabotage,Inject chaos into pipeline report resilience,5,4,5,3,5,5,2,38.31,Strong Win,PASS
S10-57,10,kg refine,Optimize agent prompts via R-gent,4,5,4,4,4,5,2,35.90,Strong Win,PASS
S10-58,10,kg replay,Replay pipeline from spy checkpoint,4,4,4,4,4,5,2,33.27,Strong Win,PASS
S10-59,10,kg mock create,Create fixture from template,2,4,3,4,2,5,1,23.70,Solid,PASS
S10-60,10,kg validate laws,Run LawValidator on all agents,3,5,4,4,3,5,2,31.32,Strong Win,PASS
S10-61,10,kg chaos schedule,Schedule chaos injection sessions,4,4,4,3,4,5,2,29.05,Strong Win,PASS
S10-62,10,kg breaker status,Show all circuit breakers state,3,4,4,4,4,5,1,33.01,Strong Win,PASS
S10-63,10,Law Coverage Report,80% agents have associativity tests,3,4,4,3,3,5,2,25.59,Strong Win,PASS
S10-64,10,Categorical Property Generator,Auto-generate law tests from agent signature,4,5,4,3,4,5,4,26.94,Strong Win,PASS
S10-65,10,Test Type Linter,Warning: no Type II tests in this module,3,4,4,3,2,5,2,23.05,Solid,PASS
S10-66,10,Agent Reliability Score,Agent X: 95/100 reliability passed all chaos tests,4,5,4,4,4,5,2,35.90,Strong Win,PASS
S10-67,10,Functor Law Fuzzer,Property-based testing for functor laws,4,5,4,3,3,5,3,27.04,Strong Win,PASS
S10-68,10,Cross-Agent Integration Matrix,Test all pairwise agent compositions,3,5,4,2,4,5,4,23.17,Solid,PASS
S11-01,11,Entropy Playground,Slider that distorts text in real-time,5,3,5,2,5,5,1,39.15,Strong Win,PASS
S11-02,11,Glitch Button,Press to trigger random entropy spikes,5,3,4,2,5,5,1,35.25,Strong Win,PASS
S11-03,11,Density ASCII Art,Type text see it as density field,5,4,4,3,5,5,1,39.24,Strong Win,PASS
S11-04,11,Breath Sync,All agents pulse in unison relaxing,5,3,4,2,5,5,1,35.25,Strong Win,PASS
S11-05,11,LOD Slider,Drag between ORBIT/SURFACE/INTERNAL smoothly,4,4,5,3,5,5,1,41.00,Crown Jewel,PASS
S11-06,11,Phase Transition,Watch agent materialize/dematerialize,5,3,4,2,5,5,1,35.25,Strong Win,PASS
S11-07,11,Sparkline Generator,Paste numbers get instant sparkline,4,4,4,4,5,5,1,39.39,Strong Win,PASS
S11-08,11,Whats My Entropy,One-liner entropy report,3,4,4,4,4,5,1,33.01,Strong Win,PASS
S11-09,11,Oblique Flash,High entropy triggers Oblique Strategy,5,4,5,2,5,5,1,41.00,Crown Jewel,PASS
S11-10,11,Agent Weather Report,K-gent: ▓▓▓ Active slight glitch,4,4,4,4,5,5,1,39.39,Strong Win,PASS
S11-11,11,Cognitive Tree Animator,Watch branches grow live,5,4,4,2,5,5,2,29.27,Strong Win,PASS
S11-12,11,Shadow Gallery,All rejected paths in one view,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S11-13,11,Agent Constellation,GraphLayout as star field,5,3,4,1,5,5,2,27.54,Strong Win,PASS
S11-14,11,Density Mandala,Circular arrangement of density fields,5,3,5,1,5,5,2,32.73,Strong Win,PASS
S11-15,11,Temperature Lab,Multiple sliders interconnected effects,5,4,4,2,5,5,2,29.27,Strong Win,PASS
S11-16,11,Timeline Scrubber,Drag through history watch density change,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S11-17,11,Entropy Heatmap,Grid showing uncertainty hotspots,4,4,4,3,5,5,2,30.78,Strong Win,PASS
S11-18,11,Triad Symphony,XYZ health as audio waveforms,5,3,4,1,5,5,2,25.80,Strong Win,PASS
S11-19,11,Event Stream Waterfall,Events cascading down,4,4,4,2,5,5,2,27.54,Strong Win,PASS
S11-20,11,FluxScreen Replay,Record and playback system activity,4,5,4,3,5,5,2,34.06,Strong Win,PASS
S11-21,11,Glitch Poetry,Generate corrupted text as art,5,3,5,2,5,5,2,32.73,Strong Win,PASS
S11-22,11,Density Field Editor,Paint agents with brush,5,4,4,2,5,5,3,26.52,Strong Win,PASS
S11-23,11,Loom Navigator,Keyboard-driven tree exploration,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S11-24,11,Why Did You Choose,Click branch see reasoning,5,4,5,2,4,5,2,32.65,Strong Win,PASS
S11-25,11,Agent Garden,Drag agents watch connections update,5,4,4,2,5,5,3,26.52,Strong Win,PASS
S11-26,11,Stigmergic Trails,Visualize pheromone paths,5,4,4,2,5,5,3,26.52,Strong Win,PASS
S11-27,11,Hint Inspector,See all hints an agent is emitting,4,4,4,3,4,5,2,29.05,Strong Win,PASS
S11-28,11,LOD Comparison,Split screen showing all 3 levels,4,4,4,3,5,5,2,30.78,Strong Win,PASS
S11-29,11,Entropy Race,Two agents who glitches first?,5,3,4,2,5,5,2,27.54,Strong Win,PASS
S11-30,11,Breath Meditation,Full-screen breathing visualization,5,2,4,1,5,5,2,25.32,Strong Win,PASS
S11-31,11,kg viz,Launch FluxScreen demo,4,4,5,3,5,5,1,41.00,Crown Jewel,PASS
S11-32,11,kg density,Render text as density field,5,4,4,4,5,5,1,39.24,Strong Win,PASS
S11-33,11,kg sparkline,Generate sparkline from numbers,4,4,4,5,5,5,1,42.58,Crown Jewel,PASS
S11-34,11,kg entropy,Show current system entropy,3,4,4,4,4,5,1,33.01,Strong Win,PASS
S11-35,11,kg glitch,Corrupt text with Zalgo,5,3,5,3,5,5,1,41.00,Crown Jewel,PASS
S11-36,11,kg weather,Agent activity summary,4,4,4,5,5,5,1,42.58,Crown Jewel,PASS
S11-37,11,kg loom,Show cognitive tree,4,4,5,3,4,5,1,38.73,Strong Win,PASS
S11-38,11,kg shadow,Show rejected paths,5,4,5,3,4,5,1,39.73,Strong Win,PASS
S11-39,11,kg hint,What hints is agent emitting?,3,4,4,4,4,5,1,33.01,Strong Win,PASS
S11-40,11,kg breathe,Start breath sync animation,5,3,5,2,5,5,1,39.15,Strong Win,PASS
S11-41,11,Wire Tap Overlay,See all messages flowing,4,4,4,2,5,5,2,27.54,Strong Win,PASS
S11-42,11,Pheromone Trails,Stigmergic field heatmap,5,4,4,2,5,5,2,29.27,Strong Win,PASS
S11-43,11,Connection Animator,Watch flows between agents,5,4,4,2,5,5,2,29.27,Strong Win,PASS
S11-44,11,Broadcast Radar,Pulse when broadcasts happen,4,3,4,2,5,5,2,25.80,Strong Win,PASS
S11-45,11,Error Flash,Screen glitches on errors,5,4,5,3,5,5,1,41.00,Crown Jewel,PASS
S11-46,11,Throughput Gauge,Real-time message rate,4,4,4,3,5,5,2,30.78,Strong Win,PASS
S11-47,11,Dead Letter Queue,Visualize failed messages,4,4,4,3,4,5,2,29.05,Strong Win,PASS
S11-48,11,Circuit Breaker Status,Show open/closed/half-open,3,5,4,4,4,5,2,33.85,Strong Win,PASS
S11-49,11,Synapse Visualizer,Neural-style event flow,5,4,5,2,5,5,3,30.27,Strong Win,PASS
S11-50,11,Flux Pipeline Diagram,Live pipeline visualization,5,5,4,2,5,5,3,28.00,Strong Win,PASS
S11-51,11,Agent Aurora,Density fields as northern lights,5,3,5,1,5,5,2,30.98,Strong Win,PASS
S11-52,11,Entropy Ocean,Waves of uncertainty,5,3,5,1,5,5,2,30.98,Strong Win,PASS
S11-53,11,Cognitive Terrarium,Watch agents evolve,5,4,5,2,5,5,3,30.27,Strong Win,PASS
S11-54,11,Time Crystal,Crystallize moments as geometry,5,3,5,1,5,5,3,25.93,Strong Win,PASS
S11-55,11,Void Meditation,Stare into the glitch,5,2,5,1,5,5,1,35.48,Strong Win,PASS
S11-56,11,Agent Haiku,Generate poetry from state,5,3,5,2,5,5,2,32.73,Strong Win,PASS
S11-57,11,Density Rain,Characters falling like Matrix,5,3,4,1,5,5,2,25.80,Strong Win,PASS
S11-58,11,The Shadow Speaks,Rejected paths narrate,5,4,5,2,4,5,2,32.65,Strong Win,PASS
S11-59,11,Glitch Screensaver,High entropy as ambient art,5,3,5,1,5,5,2,30.98,Strong Win,PASS
S11-60,11,Breath Garden,Agents breathe at different rates,5,3,4,1,5,5,2,25.80,Strong Win,PASS
S12-01,12,kgents parse,Parse anything with confidence levels,4,5,5,4,5,5,2,41.79,Crown Jewel,PASS
S12-02,12,kgents reality,JIT reality check for agent outputs,4,5,5,4,5,5,2,41.79,Crown Jewel,PASS
S12-03,12,kgents execute,Safe tool execution with guards,4,5,4,4,5,5,2,38.16,Strong Win,PASS
S12-04,12,kgents stable,Is this pipeline stable?,3,5,4,5,4,5,2,37.64,Strong Win,PASS
S12-05,12,U-gent Tool Gallery,Interactive MCP tool browser,4,4,4,3,5,5,2,30.78,Strong Win,PASS
S12-06,12,Permission Visualizer,Show what agents can/cannot do,4,5,4,3,5,5,2,34.06,Strong Win,PASS
S12-07,12,Tool Composition Graph,Visualize which tools compose,4,5,4,2,5,5,3,28.00,Strong Win,PASS
S12-08,12,Capability Inspector,What can this agent do?,3,4,4,4,4,5,1,33.01,Strong Win,PASS
S12-09,12,Tool Usage Analytics,Most used tools over time,3,4,3,3,4,5,2,23.95,Solid,PASS
S12-10,12,Sandbox Playground,Safe execution environment demo,5,4,4,2,5,5,3,26.52,Strong Win,PASS
S12-11,12,MCP Server Browser,Discover available tool servers,4,4,4,3,5,5,2,30.78,Strong Win,PASS
S12-12,12,Tool Contract Viewer,Show tool input/output contracts,3,5,4,3,4,5,2,30.58,Strong Win,PASS
S12-13,12,P-gent Confidence Viz,Color-coded parse confidence,4,4,5,3,5,5,2,35.58,Strong Win,PASS
S12-14,12,Multi-Grammar Parser,Try multiple grammars in parallel,5,5,4,3,4,5,3,28.55,Strong Win,PASS
S12-15,12,Parse Tree Inspector,Interactive AST visualization,4,4,4,2,5,5,3,24.61,Solid,PASS
S12-16,12,Ambiguity Resolver,Show when parsing is ambiguous,4,5,4,3,4,5,2,32.32,Strong Win,PASS
S12-17,12,Parse Recovery Demo,Watch graceful degradation,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S12-18,12,Grammar Coverage Map,Which grammars cover which inputs?,4,5,4,3,4,5,2,32.32,Strong Win,PASS
S12-19,12,Parse Diff,Compare parses across grammars,4,4,4,3,5,5,2,30.78,Strong Win,PASS
S12-20,12,Superposition Viewer,See all valid parses simultaneously,5,5,4,2,5,5,3,28.00,Strong Win,PASS
S12-21,12,J-gent Reality Check,Validate agent outputs in real-time,4,5,5,4,5,5,2,41.79,Crown Jewel,PASS
S12-22,12,JIT Compilation Viz,Watch agent compilation in real-time,5,4,4,2,5,5,3,26.52,Strong Win,PASS
S12-23,12,Dynamic Reasoning Graph,Interactive reasoning topology,5,5,5,2,5,5,4,28.17,Strong Win,PASS
S12-24,12,Stability Analyzer,Pipeline stability analysis,4,5,4,3,4,5,3,28.55,Strong Win,PASS
S12-25,12,Memoization Explorer,What is cached and why?,3,4,4,3,4,5,2,27.32,Strong Win,PASS
S12-26,12,Reasoning Trace Viewer,Step through JIT decisions,4,4,4,3,5,5,3,26.95,Strong Win,PASS
S12-27,12,Chaosmonger Report,AST stability analysis,4,4,4,3,4,5,3,26.52,Strong Win,PASS
S12-28,12,Runtime Graph Editor,Modify reasoning graph live,5,4,5,2,5,5,4,25.06,Strong Win,PASS
S13-01,13,kgents observe,Start O-gent observation dashboard,4,5,4,4,5,5,2,38.16,Strong Win,PASS
S13-02,13,kgents panopticon,See all dimensions at once,5,5,5,3,5,5,2,40.05,Crown Jewel,PASS
S13-03,13,kgents drift,Detect value drift over time,4,5,4,4,4,5,2,35.90,Strong Win,PASS
S13-04,13,X-Dimension Dashboard,Telemetry and metrics view,4,4,4,3,5,5,2,30.78,Strong Win,PASS
S13-05,13,Y-Dimension Dashboard,Semantic observation view,4,5,4,3,5,5,2,34.06,Strong Win,PASS
S13-06,13,Z-Dimension Dashboard,Axiological integrity view,4,5,5,3,5,5,2,38.31,Strong Win,PASS
S13-07,13,Triad Health Monitor,XYZ combined health status,4,5,4,4,5,5,2,38.16,Strong Win,PASS
S13-08,13,Observation Cost Optimizer,Minimize observation overhead,3,5,4,4,3,5,2,31.32,Strong Win,PASS
S13-09,13,Value Drift Alarm,Alert when values shift,4,5,4,4,4,5,2,35.90,Strong Win,PASS
S13-10,13,Semantic Shift Detector,Track meaning changes,4,5,4,3,4,5,3,28.55,Strong Win,PASS
S13-11,13,VoI Calculator,Value of Information for observations,3,5,4,4,3,5,2,31.32,Strong Win,PASS
S13-12,13,Adaptive Observation,Smart observation scheduling,4,5,4,3,3,5,3,27.04,Strong Win,PASS
S13-13,13,O-gent Integration Hub,Central observation control,4,5,4,3,4,5,3,28.55,Strong Win,PASS
S13-14,13,Dimension Correlation,How do X Y Z relate?,4,5,4,2,4,5,3,26.32,Strong Win,PASS
S13-15,13,Observation History,Full observation timeline,3,4,4,3,4,5,2,27.32,Strong Win,PASS
S14-01,14,Would Kent Approve?,K-gent style/quality check on any output,5,5,5,4,5,5,1,46.18,Crown Jewel,PASS
S14-02,14,N Parses in Superposition,Parse with multiple grammars simultaneously,5,5,5,3,5,5,2,40.05,Crown Jewel,PASS
S14-03,14,Living Garden Visualization,Memory as growing garden,5,5,5,2,5,5,2,37.22,Strong Win,PASS
S14-04,14,Hypothesis-Driven Tests,Auto-generate tests from hypotheses,5,5,5,3,5,5,2,40.05,Crown Jewel,PASS
S14-05,14,Metaphor Memory Search,Search memory with metaphors,5,5,5,3,5,5,2,40.05,Crown Jewel,PASS
S14-06,14,Style-Aligned Refinement,R-gent optimizes for K-gent style,5,5,5,3,5,5,2,40.05,Crown Jewel,PASS
S14-07,14,K × T Soul Testing,Test K-gent personality consistency,5,5,4,3,4,5,2,32.32,Strong Win,PASS
S14-08,14,K × H Dialectic Dialog,K-gent debates with H-gent,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S14-09,14,K × Ψ Metaphor Mode,K-gent speaks in metaphors,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S14-10,14,K × N Personal Chronicle,K-gents story told by N-gent,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S14-11,14,K × B Value Economics,K-gent has token budget,4,5,4,3,4,5,2,32.32,Strong Win,PASS
S14-12,14,H × V Thesis Validation,Validate dialectic synthesis,4,5,5,3,5,5,2,38.31,Strong Win,PASS
S14-13,14,H × R Refine Thesis,Optimize dialectic prompts,4,5,4,3,4,5,2,32.32,Strong Win,PASS
S14-14,14,H × E Evolving Arguments,Arguments evolve over time,5,5,4,2,4,5,3,26.32,Strong Win,PASS
S14-15,14,Ψ × I Metaphor Visualization,Render metaphors visually,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S14-16,14,Ψ × N Poetic History,Chronicle told as poetry,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S14-17,14,Ψ × G Grammar of Metaphors,Formal grammar for metaphors,5,5,5,2,5,5,3,32.84,Strong Win,PASS
S14-18,14,B × E Cost-Aware Evolution,Only evolve when budget allows,4,5,4,3,4,5,2,32.32,Strong Win,PASS
S14-19,14,B × R ROI Optimization,Optimize for value not just quality,4,5,4,4,4,5,2,35.90,Strong Win,PASS
S14-20,14,B × Ω Morphology Economics,Pay tokens for infrastructure,4,5,4,3,4,5,2,32.32,Strong Win,PASS
S14-21,14,M × N Memory Stories,Tell the story of a memory,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S14-22,14,M × Ψ Memory Metaphors,Memories as metaphors,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S14-23,14,M × L Memory Registry,Index memories in registry,4,5,4,3,4,5,2,32.32,Strong Win,PASS
S14-24,14,D × L State Registry,Index D-gent states,4,5,4,3,4,5,2,32.32,Strong Win,PASS
S14-25,14,D × M Unified Memory,D-gent + M-gent integration,4,5,4,3,4,5,3,28.55,Strong Win,PASS
S14-26,14,T × E Test-Driven Evolution,Evolution guided by tests,4,5,5,3,5,5,2,38.31,Strong Win,PASS
S14-27,14,T × R Test-Driven Refinement,Optimize using test signals,4,5,4,3,4,5,2,32.32,Strong Win,PASS
S14-28,14,V × R Validated Refinement,Only accept approved refinements,4,5,4,3,4,5,2,32.32,Strong Win,PASS
S14-29,14,V × E Validated Evolution,Only accept approved mutations,4,5,5,3,5,5,2,38.31,Strong Win,PASS
S14-30,14,N × T Trace Testing,Test based on traces,4,5,4,3,4,5,2,32.32,Strong Win,PASS
S14-31,14,N × V Chronicle Validation,Validate narrative consistency,4,5,4,3,4,5,2,32.32,Strong Win,PASS
S14-32,14,I × Flux Live Dashboard,Flux visualization in real-time,5,5,4,3,5,5,3,30.04,Strong Win,PASS
S14-33,14,I × O Observation Overlay,O-gent data in I-gent views,4,5,4,3,5,5,2,34.06,Strong Win,PASS
S14-34,14,I × M Memory Visualization,Visualize memory space,5,5,4,3,5,5,2,34.06,Strong Win,PASS
S14-35,14,Ω × Y Chrysalis Topology,Topology-aware morphology,4,5,4,2,4,5,4,23.17,Solid,PASS
S14-36,14,Ω × B Metabolic Morphology,Budget-aware infrastructure,4,5,4,3,4,5,3,28.55,Strong Win,PASS
S14-37,14,Y × E Population Evolution,Evolve agent populations,5,5,4,2,4,5,4,24.49,Solid,PASS
S14-38,14,Y × T Topology Testing,Test branch/merge operations,4,5,4,3,4,5,3,28.55,Strong Win,PASS
S14-39,14,K × H × V Dialectic Soul,K-gent + H-gent + V-gent trio,5,5,5,2,5,5,3,32.84,Strong Win,PASS
S14-40,14,B × T × E Budget-Tested Evolution,Full budget/test/evolve loop,4,5,5,3,4,5,4,27.83,Strong Win,PASS
S14-41,14,M × N × I Memory Story Viz,Memory + Narrative + Visualization,5,5,5,2,5,5,3,32.84,Strong Win,PASS
S14-42,14,Ψ × G × F Metaphor Forge,Create new metaphor grammars,5,5,5,2,5,5,4,28.17,Strong Win,PASS
S14-43,14,R × T × V Validated Refinement,Full refinement validation loop,4,5,5,3,4,5,3,32.00,Strong Win,PASS
S14-44,14,Ω × Y × B Morphology Budget Topology,Infrastructure + Budget + Topology,4,5,4,2,4,5,5,21.75,Solid,PASS
S14-45,14,P × J × U Parse-JIT-Execute,Full parsing to execution,4,5,5,4,4,5,3,33.92,Strong Win,PASS
S14-46,14,O × B × I Observation Economics Viz,Observe + Budget + Visualize,4,5,4,3,5,5,3,30.04,Strong Win,PASS
S14-47,14,K × M × Ψ Soul Memory Metaphor,Personal memory with metaphors,5,5,5,2,5,5,3,32.84,Strong Win,PASS
S14-48,14,H × E × T Dialectic Test Evolution,Dialectic + Testing + Evolution,4,5,5,2,4,5,4,25.48,Strong Win,PASS
S14-49,14,G × F × L Grammar Forge Registry,Full grammar lifecycle,4,5,5,3,4,5,4,27.83,Strong Win,PASS
S14-50,14,N × M × D Chronicle Memory State,Full trace-memory-state integration,4,5,5,2,4,5,4,25.48,Strong Win,PASS
S14-51,14,kg all,Show everything at once,5,5,4,4,5,5,2,38.16,Strong Win,PASS
S14-52,14,kg soul+,Enhanced soul interface,5,5,5,3,5,5,2,40.05,Crown Jewel,PASS
S14-53,14,kg demo,Interactive demo mode,5,4,5,3,5,5,2,38.31,Strong Win,PASS
S14-54,14,kg compose,Compose multiple agents,4,5,5,3,4,5,2,35.58,Strong Win,PASS
S14-55,14,kg cross,Cross-pollination suggestions,4,5,4,4,4,5,2,35.90,Strong Win,PASS
S14-56,14,kg trinity,Run H×V×K triad,5,5,5,3,5,5,2,40.05,Crown Jewel,PASS
S14-57,14,kg metamorphosis,Full Ω×Y×B transformation,4,5,5,2,5,5,3,30.27,Strong Win,PASS
S14-58,14,kg fullstack,Run complete pipeline,4,5,4,3,5,5,3,30.04,Strong Win,PASS
S14-59,14,kg observatory,Full O-gent dashboard,4,5,4,3,5,5,2,34.06,Strong Win,PASS
S14-60,14,kg theater,Multi-agent orchestration,5,5,5,2,5,5,3,32.84,Strong Win,PASS
S14-61,14,kg symposium,Multi-agent discussion,5,5,5,2,5,5,3,32.84,Strong Win,PASS
S14-62,14,kg garden,Full memory garden,5,5,5,3,5,5,2,40.05,Crown Jewel,PASS
S15-01,15,60-Second Tour Script,Quick demo of all agents,5,4,5,3,5,5,2,38.31,Strong Win,PASS
S15-02,15,5-Minute Deep Dive,Detailed tour of key features,5,4,5,2,5,5,3,30.27,Strong Win,PASS
S15-03,15,Investor Demo,Business-focused presentation,4,4,4,3,5,5,2,30.78,Strong Win,PASS
S15-04,15,Technical Deep Dive,Engineering-focused presentation,4,5,4,3,5,5,3,30.04,Strong Win,PASS
S15-05,15,Philosophy Tour,Conceptual foundations tour,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S15-06,15,DevX Tour,Developer experience tour,4,4,4,3,5,5,2,30.78,Strong Win,PASS
S15-07,15,Art Tour,Visual/aesthetic tour,5,3,5,2,5,5,2,32.73,Strong Win,PASS
S15-08,15,Soul Mode Demo,K-gent personality showcase,5,4,5,3,5,5,2,38.31,Strong Win,PASS
S15-09,15,Weather Mode Demo,Density field showcase,5,4,5,3,5,5,2,38.31,Strong Win,PASS
S15-10,15,Dialectic Mode Demo,H-gent thinking showcase,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S15-11,15,Evolution Mode Demo,E-gent mutation showcase,5,4,4,2,5,5,3,26.52,Strong Win,PASS
S15-12,15,Memory Mode Demo,M-gent hologram showcase,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S15-13,15,Forge Mode Demo,F-gent creation showcase,4,4,5,2,5,5,2,32.65,Strong Win,PASS
S15-14,15,Safety Mode Demo,G-gent grammar showcase,5,5,5,3,5,5,2,40.05,Crown Jewel,PASS
S15-15,15,Testing Mode Demo,T-gent chaos showcase,5,4,4,2,5,5,2,29.27,Strong Win,PASS
S15-16,15,Infrastructure Mode Demo,Ω-gent morphology showcase,4,4,5,2,5,5,3,27.27,Strong Win,PASS
S15-17,15,Budget Mode Demo,B-gent economics showcase,4,4,4,3,5,5,2,30.78,Strong Win,PASS
S15-18,15,Observation Mode Demo,O-gent panopticon showcase,4,5,4,3,5,5,2,34.06,Strong Win,PASS
S15-19,15,Story Mode Demo,N-gent narrative showcase,5,4,5,2,5,5,2,35.48,Strong Win,PASS
S15-20,15,One-Liner Party Trick,Instant wow moment,5,3,5,4,5,5,1,45.53,Crown Jewel,PASS
S15-21,15,Glitch Party Trick,Entropy visualization wow,5,3,5,3,5,5,1,41.00,Crown Jewel,PASS
S15-22,15,Soul Party Trick,K-gent personality wow,5,4,5,3,5,5,1,41.00,Crown Jewel,PASS
S15-23,15,Safety Party Trick,Grammar cage wow,5,5,5,4,5,5,1,48.39,Crown Jewel,PASS
S15-24,15,Weather Party Trick,Density field wow,5,4,5,3,5,5,1,41.00,Crown Jewel,PASS
S15-25,15,Agents are weather not boxes,Core philosophy tagline,5,4,5,4,5,5,1,44.08,Crown Jewel,PASS
S15-26,15,Where noun lies rate of change,Philosophy tagline,5,4,5,4,4,5,1,41.81,Crown Jewel,PASS
S15-27,15,Composition is the only game,Category theory tagline,5,5,5,4,5,5,1,48.39,Crown Jewel,PASS
S15-28,15,Tasteful curated ethical joy,Core values tagline,5,4,5,5,5,5,1,47.28,Crown Jewel,PASS
S15-29,15,Kent in a box,K-gent tagline,5,4,5,4,5,5,1,44.08,Crown Jewel,PASS
